Date,Time,GHI_clear,GHI
6/23,12,0,0
6/23,13,26,26
6/23,14,199,199
6/23,15,414,414
6/23,16,624,624
6/23,17,807,807
6/23,18,948,948
6/23,19,1033,1033
6/23,20,1056,1056
6/23,21,1020,1020
6/23,22,923,923
6/23,23,776,776
6/24,0,590,590
6/24,1,381,381
6/24,2,172,172
6/24,3,15,15
6/24,4,0,0
6/24,5,0,0
6/24,6,0,0
6/24,7,0,0
6/24,8,0,0
6/24,9,0,0
6/24,10,0,0
6/24,11,0,0
6/24,12,0,0
6/24,13,25,25
6/24,14,190,190
6/24,15,398,398
6/24,16,604,604
6/24,17,784,784
6/24,18,928,928
6/24,19,1014,1014
6/24,20,1041,1041
6/24,21,1008,1008
6/24,22,916,916
6/24,23,772,772
6/25,0,587,587
6/25,1,379,379
6/25,2,171,171
6/25,3,15,15
6/25,4,0,0
6/25,5,0,0
6/25,6,0,0
6/25,7,0,0
6/25,8,0,0
6/25,9,0,0
6/25,10,0,0
6/25,11,0,0
6/25,12,0,0
6/25,13,23,23
6/25,14,185,185
6/25,15,393,393
6/25,16,601,601
6/25,17,784,784
6/25,18,934,934
6/25,19,1022,1022
6/25,20,1050,1050
6/25,21,1017,1017
6/25,22,924,924
6/25,23,779,779
6/26,0,593,593
6/26,1,384,384
6/26,2,175,175
6/26,3,16,16
6/26,4,0,0
6/26,5,0,0
6/26,6,0,0
6/26,7,0,0
6/26,8,0,0
6/26,9,0,0
6/26,10,0,0
6/26,11,0,0
6/26,12,0,0
6/26,13,25,25
6/26,14,192,192
6/26,15,403,403
6/26,16,611,611
6/26,17,794,794
6/26,18,939,939
6/26,19,1028,1028
6/26,20,1054,1054
6/26,21,1019,1019
6/26,22,924,924
6/26,23,777,777
6/27,0,591,591
6/27,1,381,381
6/27,2,173,173
6/27,3,16,16
6/27,4,0,0
6/27,5,0,0
6/27,6,0,0
6/27,7,0,0
6/27,8,0,0
6/27,9,0,0
6/27,10,0,0
6/27,11,0,0
6/27,12,0,0
6/27,13,25,25
6/27,14,195,195
6/27,15,409,409
6/27,16,620,620
6/27,17,805,805
6/27,18,950,950
6/27,19,1038,1038
6/27,20,1067,1067
6/27,21,1035,1035
6/27,22,940,940
6/27,23,795,795
6/28,0,606,606
6/28,1,395,395
6/28,2,182,182
6/28,3,17,17
6/28,4,0,0
6/28,5,0,0
6/28,6,0,0
6/28,7,0,0
6/28,8,0,0
6/28,9,0,0
6/28,10,0,0
6/28,11,0,0
6/28,12,0,0
6/28,13,25,25
6/28,14,196,196
6/28,15,410,410
6/28,16,620,620
6/28,17,804,804
6/28,18,946,946
6/28,19,1034,1034
6/28,20,1063,1063
6/28,21,1028,1028
6/28,22,934,934
6/28,23,787,787
6/29,0,599,599
6/29,1,386,386
6/29,2,174,174
6/29,3,16,16
6/29,4,0,0
6/29,5,0,0
6/29,6,0,0
6/29,7,0,0
6/29,8,0,0
6/29,9,0,0
6/29,10,0,0
6/29,11,0,0
6/29,12,0,0
6/29,13,22,22
6/29,14,181,171
6/29,15,389,356
6/29,16,594,594
6/29,17,776,776
6/29,18,916,916
6/29,19,1003,1003
6/29,20,1030,1030
6/29,21,1001,1001
6/29,22,908,908
6/29,23,765,765
6/30,0,582,582
6/30,1,376,370
6/30,2,170,170
6/30,3,15,15
6/30,4,0,0
6/30,5,0,0
6/30,6,0,0
6/30,7,0,0
6/30,8,0,0
6/30,9,0,0
6/30,10,0,0
6/30,11,0,0
6/30,12,0,0
6/30,13,20,20
6/30,14,173,173
6/30,15,377,377
6/30,16,583,583
6/30,17,766,766
6/30,18,920,920
6/30,19,1009,1009
6/30,20,1037,1037
6/30,21,1002,1002
6/30,22,910,910
6/30,23,764,764
7/1,0,579,579
7/1,1,372,372
7/1,2,167,167
7/1,3,15,15
7/1,4,0,0
7/1,5,0,0
7/1,6,0,0
7/1,7,0,0
7/1,8,0,0
7/1,9,0,0
7/1,10,0,0
7/1,11,0,0
7/1,12,0,0
7/1,13,21,21
7/1,14,177,177
7/1,15,382,382
7/1,16,586,586
7/1,17,767,767
7/1,18,909,909
7/1,19,997,997
7/1,20,1026,1026
7/1,21,996,996
7/1,22,906,906
7/1,23,762,762
7/2,0,578,578
7/2,1,371,371
7/2,2,166,166
7/2,3,15,15
7/2,4,0,0
7/2,5,0,0
7/2,6,0,0
7/2,7,0,0
7/2,8,0,0
7/2,9,0,0
7/2,10,0,0
7/2,11,0,0
7/2,12,0,0
7/2,13,19,19
7/2,14,174,174
7/2,15,378,378
7/2,16,583,583
7/2,17,766,766
7/2,18,920,920
7/2,19,1011,1011
7/2,20,1041,1041
7/2,21,1009,1009
7/2,22,917,917
7/2,23,772,772
7/3,0,588,588
7/3,1,381,370
7/3,2,173,171
7/3,3,16,16
7/3,4,0,0
7/3,5,0,0
7/3,6,0,0
7/3,7,0,0
7/3,8,0,0
7/3,9,0,0
7/3,10,0,0
7/3,11,0,0
7/3,12,0,0
7/3,13,19,19
7/3,14,171,171
7/3,15,374,374
7/3,16,579,579
7/3,17,762,762
7/3,18,912,912
7/3,19,1002,1002
7/3,20,1033,1033
7/3,21,1003,1003
7/3,22,913,913
7/3,23,770,770
7/4,0,586,586
7/4,1,378,378
7/4,2,170,170
7/4,3,15,15
7/4,4,0,0
7/4,5,0,0
7/4,6,0,0
7/4,7,0,0
7/4,8,0,0
7/4,9,0,0
7/4,10,0,0
7/4,11,0,0
7/4,12,0,0
7/4,13,20,20
7/4,14,180,180
7/4,15,390,390
7/4,16,599,599
7/4,17,783,783
7/4,18,930,930
7/4,19,1020,1020
7/4,20,1049,1049
7/4,21,1016,1016
7/4,22,924,924
7/4,23,780,780
7/5,0,594,594
7/5,1,385,385
7/5,2,175,175
7/5,3,16,16
7/5,4,0,0
7/5,5,0,0
7/5,6,0,0
7/5,7,0,0
7/5,8,0,0
7/5,9,0,0
7/5,10,0,0
7/5,11,0,0
7/5,12,0,0
7/5,13,20,20
7/5,14,190,181
7/5,15,404,391
7/5,16,613,568
7/5,17,795,790
7/5,18,932,926
7/5,19,1019,743
7/5,20,1047,946
7/5,21,1015,1015
7/5,22,923,923
7/5,23,778,778
7/6,0,592,592
7/6,1,383,380
7/6,2,175,175
7/6,3,16,16
7/6,4,0,0
7/6,5,0,0
7/6,6,0,0
7/6,7,0,0
7/6,8,0,0
7/6,9,0,0
7/6,10,0,0
7/6,11,0,0
7/6,12,0,0
7/6,13,17,17
7/6,14,170,170
7/6,15,365,365
7/6,16,561,561
7/6,17,736,736
7/6,18,890,890
7/6,19,976,976
7/6,20,1006,1006
7/6,21,985,900
7/6,22,897,584
7/6,23,756,634
7/7,0,574,547
7/7,1,368,368
7/7,2,163,163
7/7,3,14,14
7/7,4,0,0
7/7,5,0,0
7/7,6,0,0
7/7,7,0,0
7/7,8,0,0
7/7,9,0,0
7/7,10,0,0
7/7,11,0,0
7/7,12,0,0
7/7,13,14,14
7/7,14,162,143
7/7,15,361,343
7/7,16,563,479
7/7,17,741,452
7/7,18,880,880
7/7,19,965,902
7/7,20,991,991
7/7,21,970,732
7/7,22,880,760
7/7,23,739,696
7/8,0,558,513
7/8,1,355,352
7/8,2,155,154
7/8,3,13,13
7/8,4,0,0
7/8,5,0,0
7/8,6,0,0
7/8,7,0,0
7/8,8,0,0
7/8,9,0,0
7/8,10,0,0
7/8,11,0,0
7/8,12,0,0
7/8,13,14,13
7/8,14,160,159
7/8,15,359,273
7/8,16,560,526
7/8,17,738,738
7/8,18,877,815
7/8,19,965,889
7/8,20,995,995
7/8,21,966,966
7/8,22,877,877
7/8,23,737,737
7/9,0,557,557
7/9,1,355,355
7/9,2,156,156
7/9,3,13,13
7/9,4,0,0
7/9,5,0,0
7/9,6,0,0
7/9,7,0,0
7/9,8,0,0
7/9,9,0,0
7/9,10,0,0
7/9,11,0,0
7/9,12,0,0
7/9,13,14,4
7/9,14,162,38
7/9,15,360,284
7/9,16,559,456
7/9,17,736,683
7/9,18,874,874
7/9,19,960,955
7/9,20,987,969
7/9,21,953,938
7/9,22,863,733
7/9,23,725,710
7/10,0,548,548
7/10,1,347,304
7/10,2,151,142
7/10,3,12,12
7/10,4,0,0
7/10,5,0,0
7/10,6,0,0
7/10,7,0,0
7/10,8,0,0
7/10,9,0,0
7/10,10,0,0
7/10,11,0,0
7/10,12,0,0
7/10,13,14,9
7/10,14,161,111
7/10,15,359,268
7/10,16,558,355
7/10,17,736,603
7/10,18,864,827
7/10,19,953,905
7/10,20,983,957
7/10,21,951,911
7/10,22,861,631
7/10,23,721,668
7/11,0,543,543
7/11,1,345,345
7/11,2,150,150
7/11,3,12,12
7/11,4,0,0
7/11,5,0,0
7/11,6,0,0
7/11,7,0,0
7/11,8,0,0
7/11,9,0,0
7/11,10,0,0
7/11,11,0,0
7/11,12,0,0
7/11,13,12,12
7/11,14,152,145
7/11,15,346,336
7/11,16,545,436
7/11,17,723,375
7/11,18,876,686
7/11,19,964,384
7/11,20,993,881
7/11,21,958,958
7/11,22,866,866
7/11,23,724,653
7/12,0,546,446
7/12,1,344,310
7/12,2,148,148
7/12,3,11,11
7/12,4,0,0
7/12,5,0,0
7/12,6,0,0
7/12,7,0,0
7/12,8,0,0
7/12,9,0,0
7/12,10,0,0
7/12,11,0,0
7/12,12,0,0
7/12,13,11,9
7/12,14,144,121
7/12,15,334,286
7/12,16,529,380
7/12,17,707,441
7/12,18,851,795
7/12,19,943,915
7/12,20,975,975
7/12,21,948,948
7/12,22,861,861
7/12,23,723,723
7/13,0,546,546
7/13,1,348,348
7/13,2,152,146
7/13,3,12,10
7/13,4,0,0
7/13,5,0,0
7/13,6,0,0
7/13,7,0,0
7/13,8,0,0
7/13,9,0,0
7/13,10,0,0
7/13,11,0,0
7/13,12,0,0
7/13,13,12,12
7/13,14,154,154
7/13,15,353,353
7/13,16,554,554
7/13,17,734,734
7/13,18,878,878
7/13,19,966,966
7/13,20,996,996
7/13,21,964,964
7/13,22,874,874
7/13,23,734,734
7/14,0,554,554
7/14,1,353,353
7/14,2,154,154
7/14,3,12,12
7/14,4,0,0
7/14,5,0,0
7/14,6,0,0
7/14,7,0,0
7/14,8,0,0
7/14,9,0,0
7/14,10,0,0
7/14,11,0,0
7/14,12,0,0
7/14,13,11,11
7/14,14,156,156
7/14,15,358,358
7/14,16,561,561
7/14,17,743,743
7/14,18,884,884
7/14,19,976,976
7/14,20,1006,1006
7/14,21,977,977
7/14,22,887,887
7/14,23,745,745
7/15,0,564,564
7/15,1,360,360
7/15,2,158,158
7/15,3,11,11
7/15,4,0,0
7/15,5,0,0
7/15,6,0,0
7/15,7,0,0
7/15,8,0,0
7/15,9,0,0
7/15,10,0,0
7/15,11,0,0
7/15,12,0,0
7/15,13,10,10
7/15,14,152,152
7/15,15,351,351
7/15,16,554,554
7/15,17,736,736
7/15,18,877,877
7/15,19,966,966
7/15,20,997,997
7/15,21,967,967
7/15,22,877,877
7/15,23,735,735
7/16,0,554,554
7/16,1,350,349
7/16,2,151,146
7/16,3,10,10
7/16,4,0,0
7/16,5,0,0
7/16,6,0,0
7/16,7,0,0
7/16,8,0,0
7/16,9,0,0
7/16,10,0,0
7/16,11,0,0
7/16,12,0,0
7/16,13,9,6
7/16,14,143,141
7/16,15,336,336
7/16,16,535,523
7/16,17,713,687
7/16,18,864,861
7/16,19,956,951
7/16,20,988,984
7/16,21,956,912
7/16,22,870,842
7/16,23,731,700
7/17,0,552,548
7/17,1,351,351
7/17,2,151,151
7/17,3,10,10
7/17,4,0,0
7/17,5,0,0
7/17,6,0,0
7/17,7,0,0
7/17,8,0,0
7/17,9,0,0
7/17,10,0,0
7/17,11,0,0
7/17,12,0,0
7/17,13,9,9
7/17,14,144,144
7/17,15,341,341
7/17,16,543,543
7/17,17,722,722
7/17,18,863,863
7/17,19,950,950
7/17,20,980,980
7/17,21,958,958
7/17,22,870,870
7/17,23,730,730
7/18,0,551,545
7/18,1,349,345
7/18,2,150,144
7/18,3,9,9
7/18,4,0,0
7/18,5,0,0
7/18,6,0,0
7/18,7,0,0
7/18,8,0,0
7/18,9,0,0
7/18,10,0,0
7/18,11,0,0
7/18,12,0,0
7/18,13,7,7
7/18,14,132,110
7/18,15,318,179
7/18,16,517,343
7/18,17,696,278
7/18,18,849,273
7/18,19,940,604
7/18,20,971,783
7/18,21,929,698
7/18,22,837,824
7/18,23,698,654
7/19,0,522,522
7/19,1,326,315
7/19,2,136,135
7/19,3,7,7
7/19,4,0,0
7/19,5,0,0
7/19,6,0,0
7/19,7,0,0
7/19,8,0,0
7/19,9,0,0
7/19,10,0,0
7/19,11,0,0
7/19,12,0,0
7/19,13,7,7
7/19,14,135,134
7/19,15,328,328
7/19,16,529,529
7/19,17,712,712
7/19,18,863,863
7/19,19,956,956
7/19,20,987,987
7/19,21,955,955
7/19,22,863,863
7/19,23,720,720
7/20,0,541,541
7/20,1,338,338
7/20,2,142,142
7/20,3,8,8
7/20,4,0,0
7/20,5,0,0
7/20,6,0,0
7/20,7,0,0
7/20,8,0,0
7/20,9,0,0
7/20,10,0,0
7/20,11,0,0
7/20,12,0,0
7/20,13,6,6
7/20,14,132,132
7/20,15,326,326
7/20,16,528,528
7/20,17,709,709
7/20,18,860,860
7/20,19,951,951
7/20,20,983,983
7/20,21,954,954
7/20,22,866,866
7/20,23,726,726
7/21,0,547,547
7/21,1,345,345
7/21,2,146,146
7/21,3,9,9
7/21,4,0,0
7/21,5,0,0
7/21,6,0,0
7/21,7,0,0
7/21,8,0,0
7/21,9,0,0
7/21,10,0,0
7/21,11,0,0
7/21,12,0,0
7/21,13,7,6
7/21,14,140,135
7/21,15,338,334
7/21,16,540,461
7/21,17,719,719
7/21,18,861,861
7/21,19,950,927
7/21,20,982,898
7/21,21,951,843
7/21,22,862,740
7/21,23,722,624
7/22,0,543,543
7/22,1,342,342
7/22,2,144,144
7/22,3,8,6
7/22,4,0,0
7/22,5,0,0
7/22,6,0,0
7/22,7,0,0
7/22,8,0,0
7/22,9,0,0
7/22,10,0,0
7/22,11,0,0
7/22,12,0,0
7/22,13,6,6
7/22,14,143,143
7/22,15,344,344
7/22,16,549,549
7/22,17,731,731
7/22,18,874,874
7/22,19,965,965
7/22,20,997,997
7/22,21,968,968
7/22,22,877,877
7/22,23,733,733
7/23,0,550,550
7/23,1,345,345
7/23,2,144,144
7/23,3,8,8
7/23,4,0,0
7/23,5,0,0
7/23,6,0,0
7/23,7,0,0
7/23,8,0,0
7/23,9,0,0
7/23,10,0,0
7/23,11,0,0
7/23,12,0,0
7/23,13,6,6
7/23,14,142,142
7/23,15,343,343
7/23,16,548,548
7/23,17,731,731
7/23,18,883,883
7/23,19,973,973
7/23,20,1004,1004
7/23,21,970,956
7/23,22,879,879
7/23,23,736,736
7/24,0,553,553
7/24,1,347,347
7/24,2,144,144
7/24,3,6,6
7/24,4,0,0
7/24,5,0,0
7/24,6,0,0
7/24,7,0,0
7/24,8,0,0
7/24,9,0,0
7/24,10,0,0
7/24,11,0,0
7/24,12,0,0
7/24,13,5,5
7/24,14,138,138
7/24,15,340,340
7/24,16,547,547
7/24,17,730,730
7/24,18,876,876
7/24,19,968,968
7/24,20,998,998
7/24,21,969,969
7/24,22,877,877
7/24,23,732,732
7/25,0,549,549
7/25,1,343,343
7/25,2,140,140
7/25,3,5,5
7/25,4,0,0
7/25,5,0,0
7/25,6,0,0
7/25,7,0,0
7/25,8,0,0
7/25,9,0,0
7/25,10,0,0
7/25,11,0,0
7/25,12,0,0
7/25,13,5,5
7/25,14,135,135
7/25,15,335,335
7/25,16,541,525
7/25,17,727,727
7/25,18,880,880
7/25,19,975,975
7/25,20,1009,1009
7/25,21,976,976
7/25,22,883,883
7/25,23,738,738
7/26,0,553,553
7/26,1,345,345
7/26,2,140,140
7/26,3,5,5
7/26,4,0,0
7/26,5,0,0
7/26,6,0,0
7/26,7,0,0
7/26,8,0,0
7/26,9,0,0
7/26,10,0,0
7/26,11,0,0
7/26,12,0,0
7/26,13,4,4
7/26,14,130,130
7/26,15,333,333
7/26,16,542,542
7/26,17,730,730
7/26,18,861,861
7/26,19,955,955
7/26,20,986,986
7/26,21,960,960
7/26,22,866,866
7/26,23,720,720
7/27,0,535,535
7/27,1,326,326
7/27,2,127,127
7/27,3,4,4
7/27,4,0,0
7/27,5,0,0
7/27,6,0,0
7/27,7,0,0
7/27,8,0,0
7/27,9,0,0
7/27,10,0,0
7/27,11,0,0
7/27,12,0,0
7/27,13,3,3
7/27,14,122,122
7/27,15,319,319
7/27,16,525,525
7/27,17,711,711
7/27,18,865,865
7/27,19,956,956
7/27,20,987,987
7/27,21,953,953
7/27,22,861,861
7/27,23,715,715
7/28,0,529,529
7/28,1,322,322
7/28,2,124,124
7/28,3,3,3
7/28,4,0,0
7/28,5,0,0
7/28,6,0,0
7/28,7,0,0
7/28,8,0,0
7/28,9,0,0
7/28,10,0,0
7/28,11,0,0
7/28,12,0,0
7/28,13,3,3
7/28,14,125,101
7/28,15,326,326
7/28,16,535,535
7/28,17,724,678
7/28,18,844,844
7/28,19,936,936
7/28,20,966,966
7/28,21,948,948
7/28,22,854,854
7/28,23,709,709
7/29,0,526,526
7/29,1,323,315
7/29,2,126,123
7/29,3,3,3
7/29,4,0,0
7/29,5,0,0
7/29,6,0,0
7/29,7,0,0
7/29,8,0,0
7/29,9,0,0
7/29,10,0,0
7/29,11,0,0
7/29,12,0,0
7/29,13,2,2
7/29,14,119,119
7/29,15,314,314
7/29,16,517,517
7/29,17,702,702
7/29,18,861,861
7/29,19,954,954
7/29,20,987,987
7/29,21,939,939
7/29,22,847,847
7/29,23,702,702
7/30,0,517,517
7/30,1,309,308
7/30,2,114,113
7/30,3,2,2
7/30,4,0,0
7/30,5,0,0
7/30,6,0,0
7/30,7,0,0
7/30,8,0,0
7/30,9,0,0
7/30,10,0,0
7/30,11,0,0
7/30,12,0,0
7/30,13,1,1
7/30,14,106,102
7/30,15,290,246
7/30,16,486,486
7/30,17,661,646
7/30,18,811,811
7/30,19,898,898
7/30,20,931,931
7/30,21,912,912
7/30,22,827,827
7/30,23,690,690
7/31,0,512,512
7/31,1,314,314
7/31,2,120,120
7/31,3,2,2
7/31,4,0,0
7/31,5,0,0
7/31,6,0,0
7/31,7,0,0
7/31,8,0,0
7/31,9,0,0
7/31,10,0,0
7/31,11,0,0
7/31,12,0,0
7/31,13,2,2
7/31,14,115,115
7/31,15,307,307
7/31,16,509,509
7/31,17,691,691
7/31,18,847,847
7/31,19,938,889
7/31,20,969,969
7/31,21,929,929
7/31,22,837,837
7/31,23,693,693
8/1,0,511,463
8/1,1,307,305
8/1,2,114,82
8/1,3,2,2
8/1,4,0,0
8/1,5,0,0
8/1,6,0,0
8/1,7,0,0
8/1,8,0,0
8/1,9,0,0
8/1,10,0,0
8/1,11,0,0
8/1,12,0,0
8/1,13,1,1
8/1,14,108,108
8/1,15,298,269
8/1,16,498,428
8/1,17,679,679
8/1,18,838,838
8/1,19,928,928
8/1,20,959,959
8/1,21,929,929
8/1,22,839,839
8/1,23,695,683
8/2,0,513,487
8/2,1,309,304
8/2,2,114,114
8/2,3,2,2
8/2,4,0,0
8/2,5,0,0
8/2,6,0,0
8/2,7,0,0
8/2,8,0,0
8/2,9,0,0
8/2,10,0,0
8/2,11,0,0
8/2,12,0,0
8/2,13,1,1
8/2,14,115,109
8/2,15,312,295
8/2,16,517,477
8/2,17,703,703
8/2,18,850,850
8/2,19,941,941
8/2,20,968,968
8/2,21,940,940
8/2,22,849,849
8/2,23,707,707
8/3,0,522,522
8/3,1,316,316
8/3,2,118,118
8/3,3,2,2
8/3,4,0,0
8/3,5,0,0
8/3,6,0,0
8/3,7,0,0
8/3,8,0,0
8/3,9,0,0
8/3,10,0,0
8/3,11,0,0
8/3,12,0,0
8/3,13,1,1
8/3,14,116,116
8/3,15,316,316
8/3,16,525,525
8/3,17,713,713
8/3,18,877,877
8/3,19,973,973
8/3,20,1008,1008
8/3,21,977,977
8/3,22,886,886
8/3,23,741,741
8/4,0,552,552
8/4,1,341,341
8/4,2,131,131
8/4,3,2,2
8/4,4,0,0
8/4,5,0,0
8/4,6,0,0
8/4,7,0,0
8/4,8,0,0
8/4,9,0,0
8/4,10,0,0
8/4,11,0,0
8/4,12,0,0
8/4,13,1,1
8/4,14,115,115
8/4,15,319,319
8/4,16,532,532
8/4,17,723,723
8/4,18,865,865
8/4,19,957,957
8/4,20,986,986
8/4,21,964,964
8/4,22,863,863
8/4,23,708,708
8/5,0,519,519
8/5,1,310,310
8/5,2,109,109
8/5,3,1,1
8/5,4,0,0
8/5,5,0,0
8/5,6,0,0
8/5,7,0,0
8/5,8,0,0
8/5,9,0,0
8/5,10,0,0
8/5,11,0,0
8/5,12,0,0
8/5,13,0,0
8/5,14,128,128
8/5,15,344,344
8/5,16,562,562
8/5,17,757,757
8/5,18,904,904
8/5,19,999,999
8/5,20,1030,1030
8/5,21,999,999
8/5,22,903,903
8/5,23,752,752
8/6,0,559,559
8/6,1,342,342
8/6,2,128,128
8/6,3,0,0
8/6,4,0,0
8/6,5,0,0
8/6,6,0,0
8/6,7,0,0
8/6,8,0,0
8/6,9,0,0
8/6,10,0,0
8/6,11,0,0
8/6,12,0,0
8/6,13,0,0
8/6,14,125,125
8/6,15,340,340
8/6,16,558,558
8/6,17,752,752
8/6,18,900,900
8/6,19,993,993
8/6,20,1023,1023
8/6,21,997,997
8/6,22,899,899
8/6,23,745,745
8/7,0,549,549
8/7,1,330,330
8/7,2,119,119
8/7,3,0,0
8/7,4,0,0
8/7,5,0,0
8/7,6,0,0
8/7,7,0,0
8/7,8,0,0
8/7,9,0,0
8/7,10,0,0
8/7,11,0,0
8/7,12,0,0
8/7,13,0,0
8/7,14,114,114
8/7,15,324,324
8/7,16,540,540
8/7,17,729,729
8/7,18,880,880
8/7,19,972,972
8/7,20,1002,1002
8/7,21,978,978
8/7,22,882,882
8/7,23,730,730
8/8,0,535,535
8/8,1,318,318
8/8,2,109,109
8/8,3,0,0
8/8,4,0,0
8/8,5,0,0
8/8,6,0,0
8/8,7,0,0
8/8,8,0,0
8/8,9,0,0
8/8,10,0,0
8/8,11,0,0
8/8,12,0,0
8/8,13,0,0
8/8,14,110,110
8/8,15,320,320
8/8,16,539,539
8/8,17,734,734
8/8,18,888,888
8/8,19,980,980
8/8,20,1007,1007
8/8,21,974,974
8/8,22,875,875
8/8,23,721,721
8/9,0,528,528
8/9,1,312,312
8/9,2,107,107
8/9,3,0,0
8/9,4,0,0
8/9,5,0,0
8/9,6,0,0
8/9,7,0,0
8/9,8,0,0
8/9,9,0,0
8/9,10,0,0
8/9,11,0,0
8/9,12,0,0
8/9,13,0,0
8/9,14,98,98
8/9,15,293,293
8/9,16,496,496
8/9,17,679,679
8/9,18,822,822
8/9,19,908,908
8/9,20,932,932
8/9,21,901,901
8/9,22,804,804
8/9,23,658,624
8/10,0,475,456
8/10,1,275,268
8/10,2,87,87
8/10,3,0,0
8/10,4,0,0
8/10,5,0,0
8/10,6,0,0
8/10,7,0,0
8/10,8,0,0
8/10,9,0,0
8/10,10,0,0
8/10,11,0,0
8/10,12,0,0
8/10,13,0,0
8/10,14,87,87
8/10,15,274,274
8/10,16,473,469
8/10,17,651,553
8/10,18,794,342
8/10,19,881,879
8/10,20,907,907
8/10,21,886,843
8/10,22,797,730
8/10,23,654,571
8/11,0,472,472
8/11,1,274,271
8/11,2,85,84
8/11,3,0,0
8/11,4,0,0
8/11,5,0,0
8/11,6,0,0
8/11,7,0,0
8/11,8,0,0
8/11,9,0,0
8/11,10,0,0
8/11,11,0,0
8/11,12,0,0
8/11,13,0,0
8/11,14,87,87
8/11,15,276,276
8/11,16,480,480
8/11,17,664,664
8/11,18,803,803
8/11,19,892,892
8/11,20,919,919
8/11,21,898,898
8/11,22,806,806
8/11,23,661,661
8/12,0,477,477
8/12,1,273,270
8/12,2,84,84
8/12,3,0,0
8/12,4,0,0
8/12,5,0,0
8/12,6,0,0
8/12,7,0,0
8/12,8,0,0
8/12,9,0,0
8/12,10,0,0
8/12,11,0,0
8/12,12,0,0
8/12,13,0,0
8/12,14,94,94
8/12,15,288,288
8/12,16,494,494
8/12,17,679,679
8/12,18,825,825
8/12,19,916,916
8/12,20,947,936
8/12,21,912,912
8/12,22,822,822
8/12,23,677,677
8/13,0,491,491
8/13,1,285,285
8/13,2,90,90
8/13,3,0,0
8/13,4,0,0
8/13,5,0,0
8/13,6,0,0
8/13,7,0,0
8/13,8,0,0
8/13,9,0,0
8/13,10,0,0
8/13,11,0,0
8/13,12,0,0
8/13,13,0,0
8/13,14,94,94
8/13,15,290,290
8/13,16,501,501
8/13,17,691,691
8/13,18,841,841
8/13,19,937,937
8/13,20,970,970
8/13,21,940,940
8/13,22,845,845
8/13,23,696,696
8/14,0,507,507
8/14,1,296,296
8/14,2,95,95
8/14,3,0,0
8/14,4,0,0
8/14,5,0,0
8/14,6,0,0
8/14,7,0,0
8/14,8,0,0
8/14,9,0,0
8/14,10,0,0
8/14,11,0,0
8/14,12,0,0
8/14,13,0,0
8/14,14,99,99
8/14,15,301,301
8/14,16,510,510
8/14,17,698,698
8/14,18,846,846
8/14,19,938,938
8/14,20,969,969
8/14,21,937,937
8/14,22,842,842
8/14,23,692,692
8/15,0,502,502
8/15,1,291,291
8/15,2,91,91
8/15,3,0,0
8/15,4,0,0
8/15,5,0,0
8/15,6,0,0
8/15,7,0,0
8/15,8,0,0
8/15,9,0,0
8/15,10,0,0
8/15,11,0,0
8/15,12,0,0
8/15,13,0,0
8/15,14,98,98
8/15,15,298,298
8/15,16,508,508
8/15,17,695,658
8/15,18,835,835
8/15,19,927,927
8/15,20,956,956
8/15,21,924,924
8/15,22,828,828
8/15,23,679,679
8/16,0,491,491
8/16,1,283,283
8/16,2,86,86
8/16,3,0,0
8/16,4,0,0
8/16,5,0,0
8/16,6,0,0
8/16,7,0,0
8/16,8,0,0
8/16,9,0,0
8/16,10,0,0
8/16,11,0,0
8/16,12,0,0
8/16,13,0,0
8/16,14,92,92
8/16,15,291,291
8/16,16,500,500
8/16,17,687,687
8/16,18,833,833
8/16,19,923,923
8/16,20,951,951
8/16,21,915,915
8/16,22,816,816
8/16,23,667,667
8/17,0,478,478
8/17,1,270,270
8/17,2,79,79
8/17,3,0,0
8/17,4,0,0
8/17,5,0,0
8/17,6,0,0
8/17,7,0,0
8/17,8,0,0
8/17,9,0,0
8/17,10,0,0
8/17,11,0,0
8/17,12,0,0
8/17,13,0,0
8/17,14,89,87
8/17,15,285,285
8/17,16,494,494
8/17,17,683,683
8/17,18,834,834
8/17,19,927,927
8/17,20,957,957
8/17,21,922,922
8/17,22,825,825
8/17,23,675,675
8/18,0,485,485
8/18,1,276,272
8/18,2,80,80
8/18,3,0,0
8/18,4,0,0
8/18,5,0,0
8/18,6,0,0
8/18,7,0,0
8/18,8,0,0
8/18,9,0,0
8/18,10,0,0
8/18,11,0,0
8/18,12,0,0
8/18,13,0,0
8/18,14,94,94
8/18,15,296,296
8/18,16,509,509
8/18,17,699,699
8/18,18,840,840
8/18,19,934,934
8/18,20,966,966
8/18,21,933,933
8/18,22,835,835
8/18,23,682,682
8/19,0,491,491
8/19,1,278,278
8/19,2,79,79
8/19,3,0,0
8/19,4,0,0
8/19,5,0,0
8/19,6,0,0
8/19,7,0,0
8/19,8,0,0
8/19,9,0,0
8/19,10,0,0
8/19,11,0,0
8/19,12,0,0
8/19,13,0,0
8/19,14,91,91
8/19,15,295,295
8/19,16,509,509
8/19,17,701,701
8/19,18,856,856
8/19,19,950,950
8/19,20,980,980
8/19,21,944,944
8/19,22,846,846
8/19,23,693,693
8/20,0,498,498
8/20,1,283,283
8/20,2,80,80
8/20,3,0,0
8/20,4,0,0
8/20,5,0,0
8/20,6,0,0
8/20,7,0,0
8/20,8,0,0
